sleep_hours,stress_level,screen_time,productivity_score,caffeine_intake,iso_anomaly,lof_anomaly,svm_anomaly,anomaly_votes,final_anomaly,anomaly_type
6.4,2.0,4.5,50.0,5.0,0,0,0,0,0,Normal
7.3,4.0,1.5,40.0,1.0,0,0,0,0,0,Normal
8.6,6.0,8.3,70.0,1.0,0,0,0,0,0,Normal
7.3,4.0,3.0,80.0,3.0,0,0,0,0,0,Normal
6.0,8.0,5.8,80.0,4.0,0,0,0,0,0,Normal
6.5,7.0,10.3,90.0,6.0,0,0,0,0,0,Normal
5.6,8.0,11.2,50.0,2.0,0,0,0,0,0,Normal
6.7,3.0,6.0,100.0,5.0,0,0,0,0,0,Normal
8.2,1.0,2.9,10.0,1.0,0,0,1,1,0,Normal
6.3,6.0,11.0,50.0,3.0,0,0,0,0,0,Normal
4.3,6.0,3.9,50.0,3.0,0,0,0,0,0,Normal
4.4,5.0,10.9,90.0,2.0,0,0,0,0,0,Normal
4.8,10.0,2.7,50.0,4.0,0,0,0,0,0,Normal
7.5,2.0,10.9,40.0,5.0,0,0,0,0,0,Normal
5.2,9.0,11.3,50.0,6.0,0,0,0,0,0,Normal
7.3,3.0,8.6,10.0,2.0,0,0,0,0,0,Normal
5.3,5.0,11.1,30.0,1.0,0,0,0,0,0,Normal
6.5,8.0,4.2,30.0,0.0,0,0,0,0,0,Normal
5.8,10.0,6.0,90.0,0.0,0,0,0,0,0,Normal
8.5,5.0,1.8,100.0,2.0,0,0,0,0,0,Normal
6.1,8.0,5.8,60.0,2.0,0,0,0,0,0,Normal
6.7,9.0,7.8,90.0,2.0,0,0,0,0,0,Normal
5.9,9.0,11.5,70.0,5.0,0,0,0,0,0,Normal
6.9,2.0,9.7,60.0,2.0,0,0,0,0,0,Normal
6.7,2.0,5.1,80.0,4.0,0,0,0,0,0,Normal
7.6,10.0,8.8,100.0,0.0,0,0,0,0,0,Normal
5.0,8.0,4.1,80.0,3.0,0,0,0,0,0,Normal
5.6,10.0,5.3,20.0,0.0,0,0,0,0,0,Normal
5.4,7.0,5.8,10.0,5.0,0,0,0,0,0,Normal
7.4,8.0,11.4,60.0,6.0,0,0,0,0,0,Normal
4.4,6.0,5.1,40.0,3.0,0,0,0,0,0,Normal
4.5,7.0,3.8,90.0,5.0,0,0,0,0,0,Normal
8.7,5.0,2.0,30.0,6.0,0,0,0,0,0,Normal
7.3,1.0,2.7,80.0,5.0,0,0,0,0,0,Normal
7.0,1.0,5.1,100.0,6.0,1,0,0,1,0,Normal
4.6,8.0,3.3,90.0,1.0,0,0,0,0,0,Normal
6.1,3.0,10.9,50.0,0.0,0,0,0,0,0,Normal
5.2,3.0,6.6,70.0,0.0,0,0,0,0,0,Normal
6.4,7.0,4.6,100.0,6.0,0,0,0,0,0,Normal
8.1,7.0,11.7,60.0,4.0,0,0,0,0,0,Normal
6.4,9.0,2.3,90.0,0.0,0,0,0,0,0,Normal
7.6,8.0,9.3,100.0,5.0,0,0,0,0,0,Normal
5.6,10.0,11.5,60.0,0.0,0,0,0,0,0,Normal
5.7,2.0,4.2,60.0,3.0,0,0,0,0,0,Normal
8.2,2.0,11.8,90.0,4.0,0,0,0,0,0,Normal
4.4,2.0,6.8,50.0,3.0,0,0,0,0,0,Normal
6.1,8.0,8.9,80.0,6.0,0,0,0,0,0,Normal
5.1,9.0,10.7,10.0,2.0,0,0,0,0,0,Normal
5.9,9.0,6.0,10.0,1.0,0,0,0,0,0,Normal
7.8,5.0,8.8,50.0,0.0,0,0,0,0,0,Normal
5.6,10.0,7.1,70.0,1.0,0,0,0,0,0,Normal
8.5,1.0,9.5,40.0,2.0,0,0,0,0,0,Normal
8.9,6.0,3.4,100.0,1.0,0,0,0,0,0,Normal
8.7,6.0,4.5,60.0,4.0,0,0,0,0,0,Normal
7.5,7.0,8.8,60.0,2.0,0,0,0,0,0,Normal
7.8,8.0,11.8,50.0,0.0,0,0,0,0,0,Normal
5.0,1.0,10.4,10.0,0.0,1,0,1,2,1,Behavioral Anomaly
6.8,8.0,8.9,100.0,2.0,0,0,0,0,0,Normal
6.2,6.0,11.3,80.0,1.0,0,0,0,0,0,Normal
5.3,5.0,2.4,10.0,6.0,0,0,0,0,0,Normal
7.3,10.0,10.9,10.0,1.0,0,0,0,0,0,Normal
8.5,3.0,5.8,50.0,0.0,0,0,0,0,0,Normal
6.4,9.0,2.5,100.0,1.0,0,0,0,0,0,Normal
5.8,10.0,1.3,50.0,1.0,0,0,0,0,0,Normal
4.6,10.0,2.9,100.0,1.0,0,0,1,1,0,Normal
4.4,5.0,4.8,10.0,5.0,0,0,0,0,0,Normal
6.4,8.0,8.0,50.0,2.0,0,0,0,0,0,Normal
5.2,9.0,6.4,50.0,4.0,0,0,0,0,0,Normal
7.3,7.0,8.1,10.0,4.0,0,0,0,0,0,Normal
5.4,8.0,6.3,40.0,4.0,0,0,0,0,0,Normal
5.1,9.0,6.6,60.0,6.0,0,0,0,0,0,Normal
4.6,1.0,5.9,50.0,4.0,0,0,0,0,0,Normal
7.4,1.0,5.2,70.0,5.0,0,0,0,0,0,Normal
8.4,9.0,7.7,30.0,1.0,0,0,0,0,0,Normal
5.7,10.0,6.0,100.0,5.0,0,0,0,0,0,Normal
6.1,3.0,10.8,20.0,0.0,0,0,0,0,0,Normal
8.3,1.0,4.0,50.0,1.0,0,0,0,0,0,Normal
7.9,6.0,6.4,30.0,6.0,0,0,0,0,0,Normal
6.0,4.0,5.7,60.0,6.0,0,0,0,0,0,Normal
4.4,5.0,1.1,40.0,4.0,0,0,0,0,0,Normal
7.2,9.0,1.8,100.0,6.0,1,0,1,2,1,Behavioral Anomaly
5.4,6.0,6.0,90.0,5.0,0,0,0,0,0,Normal
5.8,2.0,10.8,20.0,1.0,0,0,0,0,0,Normal
7.5,7.0,8.1,50.0,1.0,0,0,0,0,0,Normal
4.7,2.0,8.7,10.0,0.0,0,0,0,0,0,Normal
4.2,8.0,11.9,30.0,3.0,0,0,0,0,0,Normal
4.9,2.0,4.3,70.0,3.0,0,0,0,0,0,Normal
5.2,6.0,8.2,90.0,0.0,0,0,0,0,0,Normal
7.8,7.0,11.6,80.0,0.0,0,0,0,0,0,Normal
5.1,1.0,4.2,10.0,4.0,0,0,0,0,0,Normal
4.1,10.0,1.3,100.0,5.0,1,1,1,3,1,Health-Risk
4.4,8.0,10.5,100.0,5.0,0,0,0,0,0,Normal
4.5,9.0,3.8,10.0,1.0,0,0,0,0,0,Normal
4.8,3.0,8.9,10.0,3.0,0,0,0,0,0,Normal
5.8,1.0,5.6,80.0,3.0,0,0,0,0,0,Normal
6.2,4.0,1.0,40.0,0.0,0,1,0,1,0,Normal
7.9,7.0,8.0,70.0,2.0,0,0,0,0,0,Normal
8.6,3.0,6.6,50.0,4.0,0,0,0,0,0,Normal
6.4,7.0,10.3,50.0,1.0,0,0,0,0,0,Normal
4.3,3.0,11.4,70.0,4.0,0,0,0,0,0,Normal
5.4,1.0,2.7,90.0,3.0,0,0,0,0,0,Normal
6.2,1.0,10.3,40.0,0.0,0,0,0,0,0,Normal
6.6,8.0,3.5,100.0,0.0,0,0,0,0,0,Normal
6.6,6.0,3.6,20.0,5.0,0,0,0,0,0,Normal
8.6,6.0,6.9,60.0,6.0,0,0,0,0,0,Normal
4.8,8.0,2.6,100.0,3.0,0,0,0,0,0,Normal
8.6,5.0,8.5,80.0,4.0,0,0,0,0,0,Normal
5.1,1.0,5.3,100.0,3.0,0,0,0,0,0,Normal
6.3,8.0,10.7,20.0,2.0,0,0,0,0,0,Normal
6.0,8.0,7.7,70.0,1.0,0,0,0,0,0,Normal
7.7,5.0,3.5,20.0,3.0,0,0,0,0,0,Normal
6.1,6.0,4.5,30.0,4.0,0,0,0,0,0,Normal
7.7,8.0,6.1,50.0,4.0,0,0,0,0,0,Normal
5.9,9.0,9.0,50.0,2.0,0,0,0,0,0,Normal
8.1,5.0,9.7,100.0,3.0,0,0,0,0,0,Normal
5.2,10.0,4.6,100.0,3.0,0,1,0,1,0,Normal
7.7,6.0,6.4,10.0,6.0,0,0,0,0,0,Normal
6.2,6.0,5.0,20.0,6.0,0,1,0,1,0,Normal
6.2,9.0,6.1,20.0,3.0,0,0,0,0,0,Normal
7.7,10.0,5.0,40.0,1.0,0,0,0,0,0,Normal
7.4,1.0,10.6,70.0,0.0,0,0,0,0,0,Normal
8.7,1.0,6.2,100.0,6.0,1,1,1,3,1,Behavioral Anomaly
8.5,1.0,3.8,40.0,2.0,0,0,0,0,0,Normal
6.2,5.0,5.2,30.0,1.0,0,0,0,0,0,Normal
4.3,3.0,10.1,20.0,4.0,0,0,0,0,0,Normal
4.2,10.0,6.8,50.0,5.0,0,1,0,1,0,Normal
4.5,8.0,7.6,40.0,4.0,0,0,0,0,0,Normal
7.6,9.0,8.8,70.0,2.0,0,0,0,0,0,Normal
6.8,6.0,3.0,30.0,6.0,0,0,0,0,0,Normal
6.2,7.0,5.7,40.0,4.0,0,0,0,0,0,Normal
7.2,4.0,10.8,80.0,4.0,0,0,0,0,0,Normal
8.1,10.0,2.0,90.0,1.0,0,0,0,0,0,Normal
8.9,1.0,10.1,10.0,5.0,1,1,1,3,1,Behavioral Anomaly
7.3,10.0,10.3,20.0,1.0,0,0,0,0,0,Normal
4.7,3.0,10.1,80.0,0.0,0,0,0,0,0,Normal
8.5,4.0,2.8,20.0,5.0,0,0,0,0,0,Normal
5.5,8.0,10.8,20.0,4.0,0,0,0,0,0,Normal
8.7,6.0,8.8,80.0,5.0,0,0,0,0,0,Normal
8.7,8.0,3.7,90.0,2.0,0,0,0,0,0,Normal
5.1,10.0,9.2,70.0,5.0,0,0,0,0,0,Normal
7.5,6.0,1.8,50.0,5.0,0,0,0,0,0,Normal
5.8,2.0,8.2,90.0,5.0,0,0,0,0,0,Normal
7.5,8.0,7.2,10.0,3.0,0,0,0,0,0,Normal
7.1,5.0,8.0,10.0,6.0,0,0,0,0,0,Normal
6.2,7.0,1.8,70.0,2.0,0,0,0,0,0,Normal
6.7,1.0,8.2,30.0,4.0,0,0,0,0,0,Normal
6.7,7.0,6.9,30.0,2.0,0,0,0,0,0,Normal
9.0,1.0,8.2,80.0,6.0,1,1,1,3,1,Behavioral Anomaly
4.2,8.0,5.8,10.0,2.0,0,0,0,0,0,Normal
5.5,4.0,4.1,50.0,5.0,0,0,0,0,0,Normal
5.3,9.0,2.4,50.0,1.0,0,0,0,0,0,Normal
7.0,8.0,10.8,90.0,0.0,0,0,0,0,0,Normal
5.0,10.0,2.9,100.0,5.0,0,0,0,0,0,Normal
8.4,6.0,3.8,70.0,1.0,0,0,0,0,0,Normal
6.4,7.0,6.6,50.0,1.0,0,0,0,0,0,Normal
6.5,8.0,8.2,90.0,1.0,0,0,0,0,0,Normal
7.5,4.0,6.0,100.0,2.0,0,0,0,0,0,Normal
8.9,2.0,6.2,100.0,2.0,0,1,0,1,0,Normal
5.3,2.0,5.6,60.0,0.0,0,0,0,0,0,Normal
4.4,4.0,11.5,60.0,4.0,0,0,0,0,0,Normal
8.7,2.0,10.3,100.0,0.0,1,0,1,2,1,Behavioral Anomaly
6.1,1.0,8.3,80.0,4.0,0,0,0,0,0,Normal
5.6,3.0,6.5,50.0,5.0,0,0,0,0,0,Normal
8.9,9.0,7.5,60.0,2.0,0,0,0,0,0,Normal
6.0,1.0,3.2,100.0,5.0,0,0,0,0,0,Normal
8.6,7.0,2.0,30.0,6.0,0,0,0,0,0,Normal
4.9,4.0,3.9,80.0,3.0,0,0,0,0,0,Normal
5.6,6.0,2.5,60.0,1.0,0,0,0,0,0,Normal
8.2,2.0,2.4,100.0,0.0,1,0,1,2,1,Behavioral Anomaly
7.6,2.0,3.2,50.0,3.0,0,0,0,0,0,Normal
6.1,1.0,11.0,10.0,0.0,1,0,1,2,1,Behavioral Anomaly
4.0,8.0,5.9,90.0,5.0,0,0,0,0,0,Normal
6.4,2.0,8.4,80.0,4.0,0,0,0,0,0,Normal
4.1,5.0,7.5,30.0,4.0,0,0,0,0,0,Normal
8.8,7.0,3.1,10.0,5.0,0,0,0,0,0,Normal
6.2,5.0,4.2,40.0,3.0,0,0,0,0,0,Normal
7.6,2.0,9.9,20.0,3.0,0,0,0,0,0,Normal
8.1,7.0,7.4,50.0,4.0,0,0,0,0,0,Normal
6.6,10.0,4.8,100.0,3.0,0,1,0,1,0,Normal
6.1,10.0,8.6,20.0,6.0,0,0,0,0,0,Normal
8.5,9.0,3.9,100.0,0.0,0,0,1,1,0,Normal
5.5,1.0,1.9,90.0,5.0,0,0,0,0,0,Normal
5.4,1.0,5.9,20.0,5.0,0,0,0,0,0,Normal
6.9,7.0,3.2,10.0,0.0,0,0,0,0,0,Normal
7.9,9.0,4.2,60.0,3.0,0,0,0,0,0,Normal
5.7,1.0,10.2,90.0,6.0,1,0,0,1,0,Normal
4.4,3.0,7.8,30.0,6.0,0,0,0,0,0,Normal
7.5,2.0,3.2,60.0,1.0,0,0,0,0,0,Normal
7.3,1.0,5.7,20.0,5.0,0,0,0,0,0,Normal
5.9,7.0,10.0,90.0,4.0,0,0,0,0,0,Normal
4.7,8.0,8.1,70.0,3.0,0,0,0,0,0,Normal
7.8,4.0,6.1,70.0,0.0,0,0,0,0,0,Normal
4.1,8.0,2.8,40.0,4.0,0,0,0,0,0,Normal
8.9,3.0,8.5,100.0,6.0,1,0,1,2,1,Behavioral Anomaly
8.3,10.0,4.8,50.0,1.0,0,0,0,0,0,Normal
4.6,3.0,7.9,10.0,3.0,0,0,0,0,0,Normal
5.0,5.0,1.9,20.0,5.0,0,0,0,0,0,Normal
8.8,3.0,2.1,50.0,0.0,0,0,0,0,0,Normal
6.3,6.0,10.7,60.0,0.0,0,0,0,0,0,Normal
5.3,9.0,3.6,40.0,0.0,0,0,0,0,0,Normal
7.2,8.0,11.8,70.0,5.0,0,0,0,0,0,Normal
4.8,10.0,1.5,50.0,1.0,0,0,0,0,0,Normal
6.8,2.0,11.5,70.0,4.0,0,0,0,0,0,Normal
4.7,3.0,6.3,70.0,5.0,0,0,0,0,0,Normal
6.3,4.0,1.4,10.0,4.0,0,0,0,0,0,Normal
5.2,5.0,6.3,40.0,5.0,0,0,0,0,0,Normal
7.7,3.0,1.2,10.0,3.0,0,1,0,1,0,Normal
7.8,5.0,9.5,50.0,6.0,0,0,0,0,0,Normal
4.5,5.0,3.5,70.0,5.0,0,0,0,0,0,Normal
8.8,8.0,5.3,40.0,4.0,0,0,0,0,0,Normal
6.3,6.0,4.8,60.0,0.0,0,0,0,0,0,Normal
7.7,9.0,10.5,20.0,4.0,0,0,0,0,0,Normal
4.3,6.0,3.6,90.0,2.0,0,0,0,0,0,Normal
8.3,2.0,10.1,20.0,2.0,0,0,0,0,0,Normal
7.8,8.0,2.5,40.0,1.0,0,0,0,0,0,Normal
6.5,7.0,5.4,90.0,3.0,0,0,0,0,0,Normal
8.6,10.0,5.9,60.0,6.0,0,0,0,0,0,Normal
4.4,10.0,2.0,100.0,1.0,1,0,1,2,1,Health-Risk
4.9,8.0,10.5,20.0,5.0,0,0,0,0,0,Normal
8.9,7.0,10.9,30.0,1.0,0,1,0,1,0,Normal
7.2,8.0,7.5,90.0,1.0,0,0,0,0,0,Normal
5.1,6.0,6.0,30.0,3.0,0,0,0,0,0,Normal
4.7,7.0,4.7,40.0,6.0,0,0,0,0,0,Normal
6.2,10.0,5.6,30.0,6.0,0,0,0,0,0,Normal
7.4,6.0,9.9,40.0,5.0,0,0,0,0,0,Normal
7.3,5.0,5.9,30.0,3.0,0,0,0,0,0,Normal
7.5,3.0,8.6,30.0,0.0,0,0,0,0,0,Normal
5.2,7.0,2.5,10.0,5.0,0,0,0,0,0,Normal
4.5,10.0,7.7,40.0,4.0,0,0,0,0,0,Normal
6.4,9.0,10.4,80.0,2.0,0,0,0,0,0,Normal
8.7,1.0,7.2,60.0,1.0,0,0,0,0,0,Normal
5.8,9.0,5.4,100.0,1.0,0,0,0,0,0,Normal
5.1,5.0,7.1,70.0,3.0,0,0,0,0,0,Normal
5.0,5.0,7.0,50.0,5.0,0,0,0,0,0,Normal
4.5,4.0,8.6,50.0,5.0,0,0,0,0,0,Normal
8.8,9.0,4.6,60.0,3.0,0,0,0,0,0,Normal
8.7,4.0,4.1,100.0,0.0,0,0,0,0,0,Normal
6.6,10.0,4.8,10.0,2.0,0,0,0,0,0,Normal
6.5,10.0,1.4,30.0,1.0,0,0,0,0,0,Normal
6.6,5.0,7.7,80.0,2.0,0,0,0,0,0,Normal
5.1,3.0,2.1,20.0,0.0,0,0,0,0,0,Normal
4.1,9.0,8.0,50.0,2.0,0,0,0,0,0,Normal
8.2,2.0,10.2,20.0,5.0,0,0,0,0,0,Normal
4.8,5.0,8.7,30.0,3.0,0,0,0,0,0,Normal
7.9,7.0,3.4,50.0,4.0,0,0,0,0,0,Normal
6.7,3.0,7.7,50.0,0.0,0,0,0,0,0,Normal
4.2,7.0,2.5,100.0,6.0,1,0,1,2,1,Productivity Paradox
6.9,6.0,6.5,10.0,1.0,0,0,0,0,0,Normal
5.7,3.0,7.3,90.0,5.0,0,0,0,0,0,Normal
6.1,1.0,1.9,80.0,5.0,0,0,0,0,0,Normal
4.1,10.0,3.3,70.0,5.0,0,0,0,0,0,Normal
6.0,8.0,9.0,40.0,2.0,0,0,0,0,0,Normal
5.3,7.0,4.9,100.0,4.0,0,0,0,0,0,Normal
6.4,10.0,2.1,10.0,0.0,0,0,1,1,0,Normal
6.3,7.0,2.9,10.0,2.0,0,0,0,0,0,Normal
6.9,4.0,4.0,40.0,1.0,0,0,0,0,0,Normal
5.1,3.0,8.4,50.0,0.0,0,0,0,0,0,Normal
8.9,2.0,11.3,10.0,4.0,1,0,1,2,1,Behavioral Anomaly
4.1,9.0,3.2,20.0,4.0,0,0,0,0,0,Normal
6.7,7.0,6.6,70.0,1.0,0,0,0,0,0,Normal
5.4,9.0,10.1,30.0,6.0,0,0,0,0,0,Normal
6.0,5.0,8.5,90.0,5.0,0,0,0,0,0,Normal
8.6,2.0,12.0,30.0,6.0,1,1,1,3,1,Behavioral Anomaly
7.7,1.0,6.0,100.0,0.0,0,0,0,0,0,Normal
6.2,8.0,11.2,70.0,4.0,0,0,0,0,0,Normal
7.3,3.0,7.9,60.0,3.0,0,0,0,0,0,Normal
7.3,5.0,11.6,40.0,3.0,0,0,0,0,0,Normal
5.2,3.0,10.7,70.0,6.0,0,0,0,0,0,Normal
6.8,9.0,9.4,50.0,2.0,0,0,0,0,0,Normal
7.3,7.0,7.5,60.0,2.0,0,0,0,0,0,Normal
4.5,1.0,5.9,100.0,0.0,1,0,1,2,1,Productivity Paradox
6.9,5.0,9.2,20.0,1.0,0,0,0,0,0,Normal
8.2,9.0,3.9,100.0,5.0,0,0,0,0,0,Normal
8.5,7.0,7.9,40.0,1.0,0,0,0,0,0,Normal
5.3,6.0,5.1,70.0,4.0,0,0,0,0,0,Normal
6.1,3.0,1.2,80.0,0.0,0,0,0,0,0,Normal
4.4,4.0,5.4,90.0,0.0,0,0,0,0,0,Normal
6.1,8.0,10.3,80.0,6.0,0,0,0,0,0,Normal
5.2,7.0,8.6,10.0,1.0,0,0,0,0,0,Normal
6.0,2.0,1.3,30.0,1.0,0,0,0,0,0,Normal
6.7,2.0,8.3,100.0,6.0,0,0,0,0,0,Normal
4.3,3.0,8.3,50.0,1.0,0,0,0,0,0,Normal
6.0,4.0,6.7,100.0,4.0,0,0,0,0,0,Normal
4.3,4.0,2.7,100.0,4.0,0,0,0,0,0,Normal
6.8,1.0,4.6,100.0,3.0,0,0,0,0,0,Normal
8.7,6.0,6.3,80.0,0.0,0,0,0,0,0,Normal
7.4,3.0,1.2,80.0,2.0,0,1,0,1,0,Normal
8.0,10.0,8.1,60.0,1.0,0,0,0,0,0,Normal
8.8,5.0,4.7,70.0,4.0,0,0,0,0,0,Normal
8.5,5.0,11.5,50.0,1.0,0,0,0,0,0,Normal
5.4,9.0,4.0,50.0,1.0,0,0,0,0,0,Normal
8.7,2.0,11.2,10.0,2.0,1,0,1,2,1,Behavioral Anomaly
8.4,2.0,5.4,40.0,6.0,0,0,0,0,0,Normal
7.7,9.0,8.5,70.0,1.0,0,0,0,0,0,Normal
6.6,6.0,10.3,20.0,5.0,0,0,0,0,0,Normal
5.5,10.0,2.5,30.0,1.0,0,0,0,0,0,Normal
6.2,9.0,9.2,100.0,3.0,0,0,0,0,0,Normal
8.1,9.0,2.1,20.0,5.0,0,0,0,0,0,Normal
6.9,7.0,5.2,60.0,6.0,0,0,0,0,0,Normal
7.2,4.0,3.6,70.0,5.0,0,0,0,0,0,Normal
5.0,10.0,1.6,50.0,0.0,0,0,0,0,0,Normal
6.2,5.0,11.5,100.0,1.0,0,0,0,0,0,Normal
4.8,4.0,4.4,90.0,6.0,0,0,0,0,0,Normal
4.8,3.0,11.4,50.0,3.0,0,0,0,0,0,Normal
6.4,9.0,6.7,10.0,2.0,0,0,0,0,0,Normal
7.9,6.0,10.9,30.0,1.0,0,0,0,0,0,Normal
8.9,5.0,1.7,30.0,5.0,0,0,0,0,0,Normal
8.6,7.0,11.0,80.0,3.0,0,0,0,0,0,Normal
8.9,5.0,9.6,90.0,2.0,0,0,0,0,0,Normal
5.2,7.0,11.5,40.0,0.0,0,0,0,0,0,Normal
4.9,1.0,7.6,70.0,4.0,0,1,0,1,0,Normal
7.0,10.0,11.6,30.0,2.0,0,0,0,0,0,Normal
6.8,3.0,7.4,60.0,1.0,0,0,0,0,0,Normal
6.1,2.0,10.0,90.0,1.0,0,0,0,0,0,Normal
5.2,10.0,2.7,80.0,2.0,0,0,0,0,0,Normal
4.7,6.0,10.3,40.0,1.0,0,0,0,0,0,Normal
7.5,3.0,2.1,80.0,1.0,0,0,0,0,0,Normal
4.6,9.0,11.7,90.0,4.0,0,0,0,0,0,Normal
8.8,7.0,6.5,20.0,0.0,0,0,0,0,0,Normal
8.1,4.0,6.9,30.0,4.0,0,0,0,0,0,Normal
5.6,10.0,1.5,10.0,5.0,0,1,1,2,1,Behavioral Anomaly
5.2,1.0,9.6,50.0,1.0,0,0,0,0,0,Normal
5.6,4.0,8.4,80.0,0.0,0,0,0,0,0,Normal
5.7,9.0,5.7,10.0,6.0,0,0,0,0,0,Normal
7.3,9.0,6.9,30.0,5.0,0,0,0,0,0,Normal
7.8,1.0,2.1,10.0,0.0,1,0,1,2,1,Behavioral Anomaly
8.1,5.0,8.9,30.0,5.0,0,0,0,0,0,Normal
7.8,4.0,1.0,10.0,5.0,0,0,0,0,0,Normal
5.9,1.0,9.2,90.0,3.0,0,0,0,0,0,Normal
6.1,1.0,11.0,70.0,6.0,0,0,0,0,0,Normal
5.3,8.0,5.5,50.0,5.0,0,0,0,0,0,Normal
7.7,3.0,5.0,100.0,0.0,0,0,0,0,0,Normal
5.6,9.0,10.6,10.0,5.0,0,0,0,0,0,Normal
8.7,3.0,4.3,40.0,2.0,0,0,0,0,0,Normal
4.1,6.0,5.4,70.0,4.0,0,0,0,0,0,Normal
6.3,6.0,9.1,70.0,1.0,0,0,0,0,0,Normal
7.0,10.0,4.1,80.0,2.0,0,0,0,0,0,Normal
7.6,6.0,8.1,60.0,2.0,0,0,0,0,0,Normal
5.8,8.0,11.7,100.0,1.0,0,1,0,1,0,Normal
6.4,6.0,7.0,20.0,3.0,0,0,0,0,0,Normal
8.4,8.0,9.9,30.0,3.0,0,0,0,0,0,Normal
7.6,6.0,9.0,100.0,2.0,0,0,0,0,0,Normal
4.5,4.0,5.6,100.0,2.0,0,0,0,0,0,Normal
4.2,5.0,11.2,40.0,6.0,0,0,0,0,0,Normal
6.9,2.0,8.1,90.0,1.0,0,0,0,0,0,Normal
8.7,1.0,4.3,100.0,1.0,0,1,1,2,1,Behavioral Anomaly
4.6,5.0,8.5,90.0,1.0,0,0,0,0,0,Normal
5.1,5.0,1.4,10.0,6.0,1,0,0,1,0,Normal
4.6,2.0,8.8,10.0,4.0,0,0,0,0,0,Normal
8.5,4.0,6.7,60.0,6.0,0,0,0,0,0,Normal
4.9,1.0,10.9,20.0,4.0,0,0,0,0,0,Normal
7.7,7.0,9.2,40.0,2.0,0,0,0,0,0,Normal
4.7,4.0,2.0,90.0,4.0,0,0,0,0,0,Normal
7.2,5.0,5.2,40.0,3.0,0,0,0,0,0,Normal
8.3,3.0,10.9,100.0,1.0,0,0,0,0,0,Normal
6.1,3.0,9.3,30.0,5.0,0,0,0,0,0,Normal
5.0,8.0,7.2,50.0,2.0,0,0,0,0,0,Normal
8.8,3.0,8.5,50.0,6.0,0,0,0,0,0,Normal
6.4,1.0,11.3,40.0,6.0,0,0,0,0,0,Normal
4.7,1.0,8.1,80.0,2.0,0,0,0,0,0,Normal
8.5,2.0,4.5,20.0,6.0,0,0,0,0,0,Normal
8.0,10.0,11.2,50.0,2.0,0,0,0,0,0,Normal
8.2,10.0,3.0,30.0,4.0,0,0,0,0,0,Normal
6.9,2.0,4.4,10.0,5.0,0,0,0,0,0,Normal
9.0,4.0,3.9,50.0,6.0,0,0,0,0,0,Normal
6.9,6.0,3.4,40.0,1.0,0,0,0,0,0,Normal
5.1,6.0,2.3,30.0,0.0,0,0,0,0,0,Normal
7.9,10.0,4.6,30.0,4.0,0,0,0,0,0,Normal
8.7,8.0,10.8,90.0,3.0,0,0,0,0,0,Normal
8.4,9.0,10.1,80.0,6.0,0,0,0,0,0,Normal
5.0,8.0,10.8,60.0,2.0,0,0,0,0,0,Normal
7.9,9.0,3.7,90.0,6.0,0,0,0,0,0,Normal
4.4,7.0,1.7,90.0,4.0,0,0,0,0,0,Normal
5.2,9.0,11.3,50.0,6.0,0,0,0,0,0,Normal
6.6,8.0,2.7,70.0,2.0,0,0,0,0,0,Normal
5.9,5.0,11.4,90.0,1.0,0,0,0,0,0,Normal
6.1,7.0,3.4,70.0,2.0,0,0,0,0,0,Normal
8.6,9.0,9.5,10.0,0.0,1,0,1,2,1,Behavioral Anomaly
5.5,4.0,4.4,60.0,3.0,0,0,0,0,0,Normal
4.6,6.0,9.5,70.0,6.0,0,0,0,0,0,Normal
5.7,6.0,5.6,100.0,5.0,0,0,0,0,0,Normal
5.8,7.0,11.6,60.0,1.0,0,0,0,0,0,Normal
4.7,2.0,11.2,90.0,5.0,0,0,0,0,0,Normal
5.5,2.0,9.5,100.0,4.0,0,0,0,0,0,Normal
6.8,10.0,3.1,80.0,0.0,0,0,0,0,0,Normal
4.4,6.0,8.7,50.0,5.0,0,0,0,0,0,Normal
6.6,1.0,9.3,10.0,0.0,0,0,0,0,0,Normal
4.5,10.0,4.0,60.0,3.0,0,0,0,0,0,Normal
6.2,7.0,10.2,40.0,3.0,0,0,0,0,0,Normal
6.1,5.0,8.0,40.0,0.0,0,0,0,0,0,Normal
5.0,5.0,3.6,70.0,5.0,0,0,0,0,0,Normal
8.9,1.0,8.7,70.0,4.0,0,0,0,0,0,Normal
5.8,7.0,7.8,90.0,6.0,0,0,0,0,0,Normal
8.2,2.0,6.0,60.0,1.0,0,0,0,0,0,Normal
4.7,10.0,4.2,10.0,0.0,0,0,1,1,0,Normal
6.3,10.0,2.9,40.0,5.0,0,0,0,0,0,Normal
8.5,5.0,8.5,90.0,0.0,0,0,0,0,0,Normal
5.4,3.0,6.1,100.0,0.0,0,0,0,0,0,Normal
7.3,6.0,3.9,30.0,1.0,0,0,0,0,0,Normal
7.9,3.0,2.3,30.0,4.0,0,0,0,0,0,Normal
8.1,2.0,5.6,80.0,1.0,0,0,0,0,0,Normal
4.3,10.0,4.2,50.0,2.0,0,0,0,0,0,Normal
4.6,2.0,6.2,70.0,5.0,0,0,0,0,0,Normal
5.7,8.0,7.3,90.0,4.0,0,0,0,0,0,Normal
7.4,5.0,1.1,70.0,5.0,0,0,0,0,0,Normal
